customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,operator,region_uf,plan_speed_mbps,avg_download_speed_mbps,avg_latency_ms,packet_loss_pct_30d,fiber_outages_count_90d,modem_reboots_count_30d,technical_visit_count_12m,nps_score,csat_score,whatsapp_sentiment_score,crm_tickets_opened_60d,anatel_complaint_flag,billing_disputes_count_12m,auto_debit_failures_count,price_increase_pct_last_cycle,pix_payment_enabled,b2b_cnpj_flag
CLARO-00100-312,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,116.98,337.58,Yes,Claro,RJ,300,77.4,293.6,31.01,4,9,4,0,1.1,-0.53,2,1,1,3,4.0,0,0
VIVO-00101-450,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),175.47,167.26,No,Vivo,SP,500,427.9,23.4,0.46,0,1,0,6,4.0,0.8,0,0,0,0,10.6,1,0
TIM-00102-690,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,124.27,3504.6,Yes,TIM,RJ,500,441.5,26.1,0.62,0,1,0,8,4.1,0.53,0,0,0,0,8.6,1,0
CLARO-00103-423,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,118.01,1150.43,No,Claro,BA,300,301.0,37.3,0.43,1,0,0,8,4.3,0.26,0,0,0,0,8.2,1,0
VIVO-00104-268,Female,1,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),166.55,3179.25,No,Vivo,RS,1000,950.8,25.7,0.73,1,2,0,9,4.5,0.48,0,0,0,0,2.6,0,0
VIVO-00105-773,Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,58.21,3817.62,No,Vivo,SP,0,0.0,33.0,0.91,0,0,0,10,4.7,0.81,0,0,0,0,10.1,0,0
CLARO-00106-282,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,150.05,1187.59,Yes,Claro,RS,100,86.2,32.5,0.22,2,1,0,8,4.2,0.49,0,0,0,0,5.8,1,0
TIM-00107-812,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.18,604.97,No,TIM,RJ,0,0.0,37.8,0.56,1,0,0,9,4.2,0.58,0,0,0,0,14.8,1,0
TIM-00108-852,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),139.3,5413.32,No,TIM,SP,500,520.7,33.2,0.65,0,0,0,7,4.5,0.46,0,0,0,0,14.3,1,0
CLARO-00109-674,Male,1,Yes,Yes,7,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.23,786.65,Yes,Claro,RS,300,257.6,36.1,0.56,0,1,0,8,4.9,0.31,1,0,0,0,11.6,0,0
CLARO-00110-206,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.78,89.76,Yes,Claro,RS,0,0.0,14.6,0.11,0,1,0,9,4.1,0.37,0,0,0,0,8.0,1,0
CLARO-00111-874,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),179.25,1597.26,No,Claro,MG,1000,1043.1,20.9,1.07,0,1,0,6,3.8,0.77,0,0,0,0,1.3,1,0
TIM-00112-843,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,119.4,464.34,No,TIM,MG,100,99.5,14.0,0.16,0,0,0,7,4.6,0.27,0,0,0,0,4.6,1,0
CLARO-00113-473,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,167.19,11926.12,No,Claro,MG,700,670.4,37.8,0.21,1,0,1,7,3.9,0.21,0,0,0,0,13.6,1,0
CLARO-00114-652,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),105.22,4612.62,No,Claro,DF,300,313.1,40.5,0.81,0,1,0,8,4.1,0.52,0,0,0,0,5.4,1,0
CLARO-00115-147,Male,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,161.9,4356.47,No,Claro,BA,500,513.7,22.4,0.96,1,0,1,8,4.1,0.53,0,0,0,0,9.9,1,0
VIVO-00116-216,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,173.46,9491.63,No,Vivo,PR,500,507.1,38.4,0.89,0,2,0,9,4.4,0.51,0,0,0,0,9.3,1,0
VIVO-00117-802,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),146.74,6449.35,Yes,Vivo,PR,1000,150.4,299.4,22.56,4,10,4,2,2.3,-0.57,5,1,2,3,8.6,1,0
VIVO-00118-884,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,136.22,673.5,Yes,Vivo,SP,50,46.2,37.6,0.54,0,0,0,9,4.3,0.71,0,0,0,0,5.2,0,0
TIM-00119-975,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,180.84,10996.0,No,TIM,RS,300,314.1,13.1,0.49,0,1,0,9,4.5,0.81,1,0,0,0,12.1,1,0
VIVO-00120-713,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,123.44,2481.95,Yes,Vivo,SP,700,729.9,39.5,0.45,1,0,0,7,4.9,0.57,0,0,0,0,14.2,0,0
TIM-00121-997,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.1,1972.28,No,TIM,SP,0,0.0,15.5,0.13,0,1,1,9,4.1,0.41,1,0,0,0,1.4,1,0
TIM-00122-177,Male,0,Yes,No,63,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.95,7315.07,No,TIM,PE,50,49.1,39.6,0.83,0,1,0,8,3.9,0.51,0,0,0,0,7.4,0,0
TIM-00123-386,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,122.26,1221.44,Yes,TIM,PE,700,631.4,21.8,0.75,0,0,0,8,4.5,0.44,0,0,0,0,4.2,1,0
VIVO-00124-689,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,133.56,390.75,No,Vivo,BA,500,434.9,37.8,0.1,0,0,0,8,4.8,0.26,0,0,0,0,5.2,1,0
VIVO-00125-795,Male,0,No,No,7,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,136.6,951.54,Yes,Vivo,RJ,700,675.0,22.1,0.78,1,1,0,7,4.1,0.41,0,0,0,0,12.9,1,0
CLARO-00126-561,Female,0,No,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),147.02,2100.46,No,Claro,DF,50,51.8,30.5,0.15,0,0,0,9,4.3,0.28,0,0,0,0,13.0,1,0
TIM-00127-378,Female,1,No,No,47,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,87.05,4010.06,No,TIM,SP,100,102.0,12.0,0.99,0,0,0,7,4.9,0.82,0,0,0,0,0.1,1,0
CLARO-00128-674,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,144.13,8070.34,No,Claro,SP,500,470.5,16.1,0.18,0,0,0,8,4.2,0.3,1,0,0,0,6.6,1,0
VIVO-00129-115,Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),138.13,140.72,No,Vivo,RS,300,269.9,15.7,0.93,1,1,0,9,3.8,0.5,0,0,0,0,4.7,1,0
CLARO-00130-143,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),147.36,2873.18,Yes,Claro,MG,300,301.2,32.7,0.23,0,0,0,9,4.2,0.83,0,0,0,0,1.6,1,0
VIVO-00131-671,Female,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,57.41,827.44,No,Vivo,SP,0,0.0,17.7,0.26,0,0,0,8,4.8,0.79,0,0,0,0,5.5,1,0
CLARO-00132-488,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,206.74,1434.62,Yes,Claro,SP,1000,856.3,40.1,0.26,0,0,0,7,4.6,0.45,0,0,0,0,10.8,1,0
TIM-00133-771,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,106.48,320.6,No,TIM,RS,100,92.7,15.0,0.32,0,0,0,9,4.9,0.56,0,0,0,0,10.5,1,0
VIVO-00134-911,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.47,498.49,No,Vivo,SC,0,0.0,24.4,0.78,1,1,0,7,4.5,0.44,0,0,0,0,0.0,1,0
VIVO-00135-116,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,119.39,8589.2,No,Vivo,SP,100,96.4,19.7,0.4,0,0,0,7,4.2,0.51,0,0,0,0,9.6,1,0
TIM-00136-490,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.19,443.76,No,TIM,GO,0,0.0,39.9,0.78,1,1,0,8,4.2,0.57,0,0,0,0,14.6,0,0
CLARO-00137-192,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,101.19,1949.6,No,Claro,RS,100,89.8,41.9,0.65,0,0,0,9,4.5,0.27,0,0,0,0,11.5,1,0
VIVO-00138-941,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.19,3710.28,No,Vivo,RS,50,47.9,12.7,0.29,0,0,0,8,4.4,0.67,0,0,0,0,0.7,1,0
VIVO-00139-908,Female,1,No,No,12,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,148.36,1710.87,Yes,Vivo,RJ,100,95.0,27.9,0.26,1,0,1,7,4.1,0.54,0,0,0,0,9.4,1,0
TIM-00140-613,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),149.21,10309.82,No,TIM,DF,700,638.7,29.2,0.54,0,1,0,7,4.6,0.58,0,0,0,0,13.6,1,0
TIM-00141-888,Male,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,112.39,7818.99,No,TIM,RJ,50,50.3,40.0,0.36,1,0,0,9,4.5,0.37,0,0,0,0,10.3,1,0
CLARO-00142-719,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),177.63,1406.88,No,Claro,RS,300,308.3,32.6,1.05,0,0,0,9,4.8,0.67,0,0,0,0,10.6,1,0
VIVO-00143-567,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),149.94,2711.38,No,Vivo,DF,50,43.4,25.9,0.79,1,0,0,9,4.9,0.56,0,0,0,0,13.4,0,0
VIVO-00144-431,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),118.52,1163.99,No,Vivo,MG,500,501.9,24.6,0.41,0,0,0,7,4.0,0.33,0,0,0,0,0.1,0,0
VIVO-00145-702,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,132.47,1210.36,Yes,Vivo,SP,50,49.2,24.5,0.25,0,1,0,9,4.7,0.32,0,0,0,0,5.5,1,0
VIVO-00146-537,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.08,89.42,No,Vivo,GO,50,52.5,21.5,0.65,0,0,0,9,4.4,0.61,0,0,0,0,0.0,1,0
CLARO-00147-220,Male,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,124.81,3118.1,No,Claro,PE,50,50.8,29.1,1.15,0,0,0,5,4.4,0.51,0,0,0,0,13.4,1,0
TIM-00148-860,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),137.82,2583.9,Yes,TIM,RJ,100,102.2,35.5,0.4,0,1,0,7,4.9,0.44,1,0,0,0,0.6,1,0
VIVO-00149-618,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.95,88.39,No,Vivo,SP,100,103.6,27.7,0.05,0,1,0,7,4.4,0.23,0,0,0,0,13.4,1,0
VIVO-00150-383,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,57.3,490.96,No,Vivo,SP,0,0.0,20.1,1.13,0,1,0,7,4.2,0.78,0,0,0,0,5.8,1,0
CLARO-00151-821,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.17,3092.01,No,Claro,RJ,0,0.0,39.6,0.59,1,0,0,9,4.4,0.35,0,0,0,0,10.5,1,0
TIM-00152-432,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,161.05,1125.76,No,TIM,RS,500,473.2,19.3,0.23,0,0,0,9,4.3,0.84,0,0,0,0,11.1,0,0
TIM-00153-217,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),141.51,574.85,No,TIM,DF,100,97.3,25.6,0.39,0,0,0,10,4.2,0.72,0,0,0,0,14.9,1,0
CLARO-00154-622,Female,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.27,403.0,No,Claro,MG,0,0.0,20.5,0.09,0,0,0,9,4.7,0.46,0,0,0,0,12.6,1,0
CLARO-00155-395,Male,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.11,3080.08,No,Claro,PE,0,0.0,35.7,0.75,0,0,0,8,4.5,0.49,0,0,0,0,3.6,1,0
CLARO-00156-659,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,141.76,998.15,Yes,Claro,SP,700,643.1,21.4,0.11,1,1,0,8,4.4,0.68,0,0,0,0,13.8,0,0
TIM-00157-677,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),128.17,3869.96,Yes,TIM,SP,50,18.6,236.8,32.57,3,11,3,1,1.4,-0.56,5,1,3,1,12.6,0,0
CLARO-00158-492,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),153.25,6217.29,No,Claro,SC,700,716.8,26.2,0.22,0,0,1,8,4.6,0.83,0,0,0,0,6.5,0,0
TIM-00159-443,Female,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,139.6,936.67,No,TIM,SP,50,45.0,22.5,0.88,0,0,0,7,4.5,0.78,0,0,0,0,9.1,1,0
TIM-00160-763,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.24,3607.72,No,TIM,SP,100,88.6,19.7,0.98,2,0,1,7,4.3,0.62,0,0,0,0,6.6,1,0
VIVO-00161-172,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),124.4,1484.23,No,Vivo,SP,500,520.4,28.2,0.05,1,1,0,9,4.9,0.43,0,0,0,0,8.0,0,0
VIVO-00162-570,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,43.85,1212.3,No,Vivo,RJ,0,0.0,34.1,0.21,0,0,0,9,4.4,0.24,0,0,0,1,0.6,1,0
TIM-00163-143,Female,1,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),119.69,3323.33,No,TIM,SP,50,51.5,12.4,0.78,0,1,0,9,4.8,0.24,1,0,0,0,3.0,1,0
TIM-00164-855,Female,0,No,No,21,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,137.91,2931.11,No,TIM,BA,50,48.6,15.0,1.02,0,1,0,8,3.8,0.32,0,0,0,0,11.6,1,0
VIVO-00165-755,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,189.85,365.4,No,Vivo,SP,300,301.2,28.2,0.3,1,1,0,7,4.8,0.65,1,0,0,0,9.7,1,0
CLARO-00166-442,Female,1,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,150.66,7250.24,No,Claro,RJ,300,267.0,19.1,0.52,0,1,0,9,3.9,0.48,0,0,0,0,2.9,1,0
VIVO-00167-443,Male,1,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),145.61,1405.96,No,Vivo,SC,700,625.3,27.7,1.04,0,0,0,7,4.3,0.77,0,0,0,0,13.7,0,0
CLARO-00168-145,Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,119.43,600.31,Yes,Claro,RJ,50,49.5,26.4,0.4,0,1,0,7,4.3,0.7,1,0,0,0,9.5,0,0
VIVO-00169-807,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,139.42,139.79,No,Vivo,PR,300,297.3,23.0,0.8,0,0,0,7,4.2,0.55,0,0,0,0,11.3,0,0
VIVO-00170-373,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),107.71,2562.39,Yes,Vivo,RS,100,43.7,298.6,15.79,6,5,2,2,1.2,-0.87,3,0,3,1,7.1,1,0
TIM-00171-121,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,93.09,2776.92,No,TIM,DF,100,101.9,23.2,0.38,0,0,0,6,4.5,0.3,0,0,0,0,11.9,1,0
VIVO-00172-424,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,159.88,158.21,No,Vivo,RJ,1000,916.3,34.2,1.17,0,1,0,8,4.9,0.84,0,0,0,0,10.3,0,0
TIM-00173-242,Male,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),119.07,2313.69,No,TIM,MG,50,43.1,30.1,0.64,0,1,0,9,4.3,0.45,0,0,0,0,3.2,0,0
TIM-00174-525,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,152.01,1033.5,Yes,TIM,RJ,300,108.9,197.0,23.01,5,6,2,1,2.2,-0.79,5,1,2,1,11.9,1,0
VIVO-00175-755,Female,1,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.81,3201.08,No,Vivo,RJ,50,47.6,32.8,0.19,0,0,0,7,3.9,0.41,1,0,0,0,13.7,1,0
VIVO-00176-642,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),146.68,739.41,Yes,Vivo,MG,700,191.5,169.1,29.03,7,6,1,1,1.2,-0.83,3,0,3,3,10.5,0,0
CLARO-00177-178,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,154.56,4861.03,No,Claro,SP,100,87.2,24.7,0.93,2,0,0,8,4.0,0.22,0,0,0,0,4.5,1,0
VIVO-00178-226,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),137.19,1717.41,No,Vivo,SP,700,700.6,40.9,0.25,0,0,0,5,4.9,0.75,0,0,0,0,12.5,0,0
CLARO-00179-626,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,170.99,12119.41,No,Claro,RJ,700,714.8,28.6,0.38,0,0,0,10,4.4,0.64,0,0,0,0,9.9,1,0
VIVO-00180-510,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),162.77,624.66,Yes,Vivo,SP,1000,930.9,26.3,0.74,0,0,0,9,3.9,0.36,0,0,0,0,1.0,1,0
TIM-00181-491,Female,1,No,No,11,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),128.95,1360.88,Yes,TIM,RJ,100,28.5,294.8,11.22,6,10,4,3,1.1,-0.85,4,0,1,1,8.5,1,0
CLARO-00182-652,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.58,124.44,No,Claro,RJ,0,0.0,12.8,0.1,0,1,0,9,3.8,0.78,0,0,0,0,9.9,1,0
CLARO-00183-706,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,144.98,10535.78,No,Claro,PE,1000,917.2,15.0,0.83,1,0,0,8,4.5,0.44,0,0,0,0,8.0,1,0
VIVO-00184-687,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),107.46,6013.95,No,Vivo,PR,100,97.5,18.0,0.51,0,0,0,7,3.8,0.66,1,0,0,0,7.0,0,0
CLARO-00185-729,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,116.43,898.04,Yes,Claro,SP,700,616.0,19.1,0.32,0,0,0,8,4.4,0.84,0,0,0,0,11.8,1,0
CLARO-00186-759,Male,0,No,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,128.84,3761.03,No,Claro,RJ,50,50.8,40.0,0.65,0,2,1,8,4.9,0.35,0,0,0,0,11.2,1,0
CLARO-00187-247,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,166.52,7645.87,No,Claro,PR,700,721.7,21.2,0.79,0,0,0,9,3.9,0.8,0,0,0,0,13.5,1,0
CLARO-00188-342,Female,0,No,No,22,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),137.6,2909.82,Yes,Claro,SP,300,301.8,20.2,0.14,1,0,0,5,4.2,0.47,1,0,0,0,6.3,0,0
CLARO-00189-434,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),125.19,2573.82,No,Claro,PE,50,45.7,32.6,0.96,1,0,0,8,4.6,0.74,0,0,0,0,14.2,0,0
VIVO-00190-123,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),180.24,1217.63,No,Vivo,PR,1000,890.6,26.8,0.31,1,2,0,8,4.7,0.45,0,0,0,0,2.8,1,0
TIM-00191-129,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,141.23,287.48,Yes,TIM,MG,1000,291.3,120.9,33.14,3,9,1,0,1.4,-0.61,4,0,3,2,2.5,1,0
VIVO-00192-579,Male,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),61.42,3809.05,No,Vivo,MG,0,0.0,24.9,1.09,0,0,0,5,4.4,0.48,0,0,0,0,13.8,1,0
CLARO-00193-293,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,61.5,3965.83,No,Claro,RS,0,0.0,25.7,0.18,0,1,0,8,4.0,0.38,1,0,0,0,3.2,0,0
VIVO-00194-885,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),139.41,3766.06,No,Vivo,RS,50,52.2,29.8,0.06,2,1,1,8,4.7,0.68,1,0,0,0,4.8,1,0
VIVO-00195-716,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),168.54,1866.49,No,Vivo,RJ,1000,1016.4,15.9,0.82,0,0,0,10,4.4,0.57,0,0,0,0,6.4,1,0
VIVO-00196-574,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),154.49,1826.52,No,Vivo,RS,1000,871.5,14.3,0.1,0,0,0,9,4.5,0.36,0,0,0,0,2.7,1,0
CLARO-00197-185,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,166.75,5708.68,Yes,Claro,SP,500,173.7,206.6,18.94,6,11,3,4,2.2,-0.61,5,0,1,1,12.9,1,0
CLARO-00198-765,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,168.39,10820.02,No,Claro,RJ,1000,916.8,36.9,0.5,0,0,0,8,4.3,0.52,0,0,0,0,7.7,0,0
TIM-00199-936,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,150.5,9326.32,No,TIM,RJ,100,103.4,29.6,0.84,0,1,0,8,4.9,0.67,0,0,0,0,7.1,0,0
VIVO-00200-312,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),151.27,6154.64,Yes,Vivo,RS,100,97.4,13.9,0.55,0,0,0,8,4.2,0.43,0,0,0,0,7.7,1,0
